Chave,NomeArquivo,CENTROCUSTOSID,DEPARTAMENTO,TIPODEPARTAMENTO,VEREADOR,ANO,MES,DESPESA,CNPJ,FORNECEDOR,VALOR
1378,20230100000000000000000000378.HTML,378.0,GABINETE DE VEREADOR,1,ANDRÉ SANTOS,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,48.197.319/0001-85,LPW PUBLICIDADE LTDA,5800.0
1378,20230100000000000000000000378.HTML,378.0,GABINETE DE VEREADOR,1,ANDRÉ SANTOS,2023,1,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,COMBUSTIVEL,43.185.800/0001-37,AUTO POSTO VELEIROS,1611.43
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,08.689.647/0001-84,VISTAR PRESTAÇÃO DE SERVIÇOS DE DIGITAÇÃO LTDA ME,3000.0
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,29.619.150/0001-60,EDUARDO RAMOS COSTA,3500.0
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,30.021.926/0001-24,POLI SOLUÇÕES DIGITAIS LTDA,859.0
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,08.689.647/0001-84,VISTAR PRESTAÇÃO DE SERVIÇOS DE DIGITAÇÃO LTDA ME,2500.0
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,69.064.053/0001-72,SINALL COM E SERV DE MÁQUINAS LTDA,2045.9
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,07.031.663/0001-12,BAZAR E PAPELARIA EK-MANIA LTDA-ME,3417.47
115,2023010000000000000000000015.HTML,15.0,GABINETE DE VEREADOR,1,ARSELINO TATTO,2023,1,TELEFONE MOVEL,02.558.157/0001-62,TELEFONICA BRASIL S/A,120.25
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,COMBUSTIVEL,21.781.198/0001-68,PANAMBY 10 POSTO DE SERVIÇOS E CONVENIENCIA EIRELI,294.19
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,COMBUSTIVEL,61.696.027/0001-55,AUTO POSTO ITALIA LTDA,223.9
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,1710.0
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,08.916.006/0001-15,MENEZES E MARAN SOCIEDADE DE ADVOGADOS,8000.0
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,31.667.307/0001-74,RENATO ZIBORDI JUNIOR,651.0
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,45.310.421/0001-57,F V COMERCIO E MARKETING LTDA,5000.0
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,1200.04
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,895.0
116,2023010000000000000000000016.HTML,16.0,GABINETE DE VEREADOR,1,ATILIO FRANCISCO,2023,1,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,886.5
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,COMBUSTIVEL,60.895.653/0001-08,POSTO PAISAGEM LTDA,696.18
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,00.645.965/0001-31,MURC EDITORA GRAFICA LTDA EPP,4503.27
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,18.411.294/0001-00,FERNANDO NOBUTAKA TAKAHASHI,6955.0
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,33.937.324/0001-00,DANILO DA SILVA 38903089880,2320.0
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,04.371.843/0001-55,DIGIRATI INFORMATICA SERVIÇOS E TELECOMUNICAÇÕES LTDA EPP,139.52
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,12.65
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,17.303.742/0001-99,COMAVI LOCAÇÃO E SERVIÇOS EIRELLI EPP,660.67
118,2023010000000000000000000018.HTML,18.0,GABINETE DE VEREADOR,1,AURELIO NOMURA,2023,1,PROVEDOR DE INTERNET,07.272.054/0001-55,TELIUM TECNOLOGIA DA INFORMAÇÃO LTDA,553.5
1503,20230100000000000000000000503.HTML,503.0,GABINETE DE VEREADOR,1,BOMBEIRO MAJOR PALUMBO,2023,1,COMBUSTIVEL,02.646.144/0001-45,AUTO POSTO NOVO CENTRO LTDA,306.4
1503,20230100000000000000000000503.HTML,503.0,GABINETE DE VEREADOR,1,BOMBEIRO MAJOR PALUMBO,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,190.0
1503,20230100000000000000000000503.HTML,503.0,GABINETE DE VEREADOR,1,BOMBEIRO MAJOR PALUMBO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,34.930.569/0001-78,I9 SOLUÇÕES EM MARKETING E MIDIAS DIGITAIS LTDA,6900.0
1503,20230100000000000000000000503.HTML,503.0,GABINETE DE VEREADOR,1,BOMBEIRO MAJOR PALUMBO,2023,1,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1503,20230100000000000000000000503.HTML,503.0,GABINETE DE VEREADOR,1,BOMBEIRO MAJOR PALUMBO,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,28.460.438/0001-71,CARLOS ABEL E SILVA,783.6
1503,20230100000000000000000000503.HTML,503.0,GABINETE DE VEREADOR,1,BOMBEIRO MAJOR PALUMBO,2023,1,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,43.283.811/0003-11,KALUNGA S/A,89.7
1380,20230100000000000000000000380.HTML,380.0,GABINETE DE VEREADOR,1,CAMILO CRISTÓFARO,2023,1,COMBUSTIVEL,61.990.750/0001-42,TONICAR AUTO POSTO LTDA,618.41
1380,20230100000000000000000000380.HTML,380.0,GABINETE DE VEREADOR,1,CAMILO CRISTÓFARO,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,08.390.859/0001-66,BRITHE GRAFICA LTDA EPP,2400.0
1380,20230100000000000000000000380.HTML,380.0,GABINETE DE VEREADOR,1,CAMILO CRISTÓFARO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,11.521.613/0001-90,TECNEGOCIOS SOLUÇOES EM INFORMATICA LTDA- ME,899.0
1380,20230100000000000000000000380.HTML,380.0,GABINETE DE VEREADOR,1,CAMILO CRISTÓFARO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,42.179.880/0001-55,VICTOR DE GOIS SARETTI,11700.0
1380,20230100000000000000000000380.HTML,380.0,GABINETE DE VEREADOR,1,CAMILO CRISTÓFARO,2023,1,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
1380,20230100000000000000000000380.HTML,380.0,GABINETE DE VEREADOR,1,CAMILO CRISTÓFARO,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,260.0
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,09.181.015/0001-78,GRÁFICA CROMOCOLOR INDUSTRIA LTDA ME,2060.0
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,34.396.814/0001-09,PLANET GRAPHICS MOEMA LTDA,1308.5
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,43.865.036/0001-40,LUIZ GUSTAVO PONTES BATISTA,3716.0
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,45.147.166/0001-73,JULIA MACHADO COSTA,4800.0
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,46.656.381/0001-62,MARCELA LUIZ CORREA DA SILVA SOCIEDADE INDIVIDUAL DE ADVOCAC,2472.0
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,34.987.220/0001-72,VICTOR SAVAS JACQUES,6200.0
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,22.392.165/0001-99,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,2805.0
1402,20230100000000000000000000402.HTML,402.0,GABINETE DE VEREADOR,1,CELSO GIANNAZI,2023,1,TELEFONE MOVEL,02.558.157/0001-62,TELEFONICA BRASIL S/A,107.64
1478,20230100000000000000000000478.HTML,478.0,GABINETE DE VEREADOR,1,CRIS MONTEIRO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,28.473.149/0001-07,LUCAS AZEVEDO LOBO,350.0
1478,20230100000000000000000000478.HTML,478.0,GABINETE DE VEREADOR,1,CRIS MONTEIRO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,32.157.719/0001-27,WOLMER ARNON RIBEIRO ZARINGOTA,1500.0
1478,20230100000000000000000000478.HTML,478.0,GABINETE DE VEREADOR,1,CRIS MONTEIRO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,35.723.963/0001-06,JANGADA SERV ADM LTDA,6000.0
1478,20230100000000000000000000478.HTML,478.0,GABINETE DE VEREADOR,1,CRIS MONTEIRO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,45.839.528/0001-97,EVANDRO BARRETO DE ALMEIDA 52607511836,500.0
1478,20230100000000000000000000478.HTML,478.0,GABINETE DE VEREADOR,1,CRIS MONTEIRO,2023,1,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,COMBUSTIVEL,61.696.027/0001-55,AUTO POSTO ITALIA LTDA,620.73
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,11.956.399/0001-03,BEM FINANCEIRO DESENVOLVIMENTO EM FINANÇAS LTDA,10000.0
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,65.081.747/0001-67,JR GRAPHIKS LTDA ME,7000.0
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,EVENTOS/SEMINARIOS,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,207.2
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,22.392.165/0001-99,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,1080.0
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,57.124.901/0001-02,TAMA VIDEO PRODUÇÕES LTDA-ME,8000.0
1381,20230100000000000000000000381.HTML,381.0,GABINETE DE VEREADOR,1,DANIEL ANNENBERG,2023,1,TELEFONE MOVEL,02.421.421/0006-26,TIM S.A,72.99
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,COMBUSTIVEL,00.787.742/0001-09,AUTOPOSTO AIWA LTDA,280.02
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,03.980.251/0001-78,JAHCHAN COMERCIO DE MATERIAIS PARA ESCRITÓRIO LTDA,2800.0
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,12.327.762/0001-86,CPK GRAFICA E EDITORA BRASIL LTDA ME,4160.0
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,30.927.898/0001-09,ALEXANDRE MACHADO DE SOUZA 24720873812,2500.0
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,42.891.567/0001-45,PWM PRODUÇÕES E EVENTOS EIRELI,3500.0
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,48.372.144/0001-03,PAULA CAROLINA BORGES DA SILVA,7500.0
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,22.392.165/0001-99,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,2085.0
1479,20230100000000000000000000479.HTML,479.0,GABINETE DE VEREADOR,1,DANILO DO POSTO DE SAÚDE,2023,1,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,430.0
1480,20230100000000000000000000480.HTML,480.0,GABINETE DE VEREADOR,1,DELEGADO PALUMBO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,21.532.720/0001-78,SLAPP COMUNICAÇÃO EIRELI,10000.0
1480,20230100000000000000000000480.HTML,480.0,GABINETE DE VEREADOR,1,DELEGADO PALUMBO,2023,1,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1480,20230100000000000000000000480.HTML,480.0,GABINETE DE VEREADOR,1,DELEGADO PALUMBO,2023,1,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,347.0
1480,20230100000000000000000000480.HTML,480.0,GABINETE DE VEREADOR,1,DELEGADO PALUMBO,2023,1,PROVEDOR DE INTERNET,02.558.157/0001-62,TELEFONICA BRASIL S/A,63.24
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,30.321.607/0001-34,EDMUNDO FERREIRA FONTES,6000.0
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,34.125.673/0001-90,AGENCIA LIBERO DIGITAL MARKETING E TREINAMENTO LTDA.,9000.0
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,67.002.329/0001-62,WORK LINE SYSTEM INFORMÁTICA LTDA,4232.0
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,159.2
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,07.915.380/0001-33,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,750.0
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,62.067.384/0001-17,PAPELARIA ESTADÃO LTDA.,598.0
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,REPROGRAFIA (XEROX/ENCADERNAÇÃO),02.242.661/0001-59,LIMCOPY COM. E SERV. DE COPIAS EIRELI,40.0
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,TELEFONE FIXO,02.558.157/0001-62,TELEFONICA BRASIL S/A,178.52
127,2023010000000000000000000027.HTML,27.0,GABINETE DE VEREADOR,1,DONATO,2023,1,TELEFONE MOVEL,40.432.544/0001-47,CLARO S.A.,456.21
1481,20230100000000000000000000481.HTML,481.0,GABINETE DE VEREADOR,1,DR SIDNEY CRUZ,2023,1,COMBUSTIVEL,08.410.450/0001-64,POSTO CAMPANA DORATO LTDA,163.15
1481,20230100000000000000000000481.HTML,481.0,GABINETE DE VEREADOR,1,DR SIDNEY CRUZ,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,11.521.613/0001-90,TECNEGOCIOS SOLUÇOES EM INFORMATICA LTDA- ME,699.0
1481,20230100000000000000000000481.HTML,481.0,GABINETE DE VEREADOR,1,DR SIDNEY CRUZ,2023,1,CONTRATAÇAO DE PESSOA JURIDICA,17.655.942/0001-00,J. FERREIRA CAMPOS SERVIÇOS GRAFICOS ME,9000.0
1481,20230100000000000000000000481.HTML,481.0,GABINETE DE VEREADOR,1,DR SIDNEY CRUZ,2023,1,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,788.92
1481,20230100000000000000000000481.HTML,481.0,GABINETE DE VEREADOR,1,DR SIDNEY CRUZ,2023,1,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
